epi_week,disease,no._of_cases
2017-W27,Meningococcal Infection,0
2017-W27,Pertussis,1
2017-W27,Pneumococcal Disease (invasive),4
2017-W27,Haemophilus influenzae type b,0
2017-W27,Salmonellosis(non-enteric fevers),41
2017-W27,Avian Influenza,0
2017-W27,Zika,0
2017-W27,Ebola Virus Disease,0
2017-W27,Japanese Encephalitis,0
2017-W27,Tetanus,0
2017-W27,Botulism,0
2017-W27,Murine Typhus,0
2017-W28,Cholera,0
2017-W28,Paratyphoid,1
2017-W28,Typhoid,1
2017-W28,Acute Viral Hepatitis A,1
2017-W28,Acute Viral Hepatitis E,3
2017-W28,Poliomyelitis,0
2017-W28,Plague,0
2017-W28,Yellow Fever,0
2017-W28,Dengue Fever,53
2017-W28,Dengue Haemorrhagic Fever,0
2017-W28,Malaria,0
2017-W28,Chikungunya,1
2017-W28,HFMD,661
2017-W28,Diphtheria,0
2017-W28,Measles,0
2017-W28,Mumps,6
2017-W28,Rubella,0
2017-W28,SARS,0
2017-W28,Nipah,0
2017-W28,Acute Viral hepatitis B,2
2017-W28,Encephalitis,0
2017-W28,Legionellosis,0
2017-W28,Campylobacter enteritis,8
2017-W28,Acute Viral hepatitis C,1
2017-W28,Leptospirosis,0
2017-W28,Melioidosis,0
2017-W28,Meningococcal Infection,0
2017-W28,Pertussis,2
2017-W28,Pneumococcal Disease (invasive),4
2017-W28,Haemophilus influenzae type b,0
2017-W28,Salmonellosis(non-enteric fevers),31
2017-W28,Avian Influenza,0
2017-W28,Zika,1
2017-W28,Ebola Virus Disease,0
2017-W28,Japanese Encephalitis,0
2017-W28,Tetanus,0
2017-W28,Botulism,0
2017-W28,Murine Typhus,0
2017-W29,Cholera,0
2017-W29,Paratyphoid,1
2017-W29,Typhoid,1
2017-W29,Acute Viral Hepatitis A,2
2017-W29,Acute Viral Hepatitis E,0
2017-W29,Poliomyelitis,0
2017-W29,Plague,0
2017-W29,Yellow Fever,0
2017-W29,Dengue Fever,51
2017-W29,Dengue Haemorrhagic Fever,0
2017-W29,Malaria,0
2017-W29,Chikungunya,0
2017-W29,HFMD,692
2017-W29,Diphtheria,0
2017-W29,Measles,1
2017-W29,Mumps,9
2017-W29,Rubella,0
2017-W29,SARS,0
2017-W29,Nipah,0
2017-W29,Acute Viral hepatitis B,1
2017-W29,Encephalitis,0
2017-W29,Legionellosis,0
2017-W29,Campylobacter enteritis,9
2017-W29,Acute Viral hepatitis C,2
2017-W29,Leptospirosis,1
2017-W29,Melioidosis,1
2017-W29,Meningococcal Infection,0
2017-W29,Pertussis,1
2017-W29,Pneumococcal Disease (invasive),2
2017-W29,Haemophilus influenzae type b,0
2017-W29,Salmonellosis(non-enteric fevers),30
2017-W29,Avian Influenza,0
2017-W29,Zika,0
2017-W29,Ebola Virus Disease,0
2017-W29,Japanese Encephalitis,0
2017-W29,Tetanus,0
2017-W29,Botulism,0
2017-W29,Murine Typhus,0
2017-W30,Cholera,0
2017-W30,Paratyphoid,1
2017-W30,Typhoid,0
2017-W30,Acute Viral Hepatitis A,2
2017-W30,Acute Viral Hepatitis E,4
2017-W30,Poliomyelitis,0
2017-W30,Plague,0
2017-W30,Yellow Fever,0
2017-W30,Dengue Fever,66
2017-W30,Dengue Haemorrhagic Fever,1
2017-W30,Malaria,1
2017-W30,Chikungunya,0
2017-W30,HFMD,803
2017-W30,Diphtheria,0
2017-W30,Measles,0
2017-W30,Mumps,15
2017-W30,Rubella,0
2017-W30,SARS,0
2017-W30,Nipah,0
2017-W30,Acute Viral hepatitis B,0
2017-W30,Encephalitis,0
2017-W30,Legionellosis,0
2017-W30,Campylobacter enteritis,15
2017-W30,Acute Viral hepatitis C,0
2017-W30,Leptospirosis,1
2017-W30,Melioidosis,0
2017-W30,Meningococcal Infection,0
2017-W30,Pertussis,1
2017-W30,Pneumococcal Disease (invasive),8
2017-W30,Haemophilus influenzae type b,0
2017-W30,Salmonellosis(non-enteric fevers),45
2017-W30,Avian Influenza,0
2017-W30,Zika,6
2017-W30,Ebola Virus Disease,0
2017-W30,Japanese Encephalitis,0
2017-W30,Tetanus,0
2017-W30,Botulism,0
2017-W30,Murine Typhus,0
2017-W31,Cholera,0
2017-W31,Paratyphoid,0
2017-W31,Typhoid,0
2017-W31,Acute Viral Hepatitis A,2
2017-W31,Acute Viral Hepatitis E,4
2017-W31,Poliomyelitis,0
2017-W31,Plague,0
2017-W31,Yellow Fever,0
2017-W31,Dengue Fever,60
2017-W31,Dengue Haemorrhagic Fever,0
2017-W31,Malaria,1
2017-W31,Chikungunya,1
2017-W31,HFMD,872
2017-W31,Diphtheria,1
2017-W31,Measles,0
2017-W31,Mumps,7
2017-W31,Rubella,0
2017-W31,SARS,0
2017-W31,Nipah,0
2017-W31,Acute Viral hepatitis B,0
2017-W31,Encephalitis,0
2017-W31,Legionellosis,0
2017-W31,Campylobacter enteritis,13
2017-W31,Acute Viral hepatitis C,0
2017-W31,Leptospirosis,0
2017-W31,Melioidosis,0
2017-W31,Meningococcal Infection,0
2017-W31,Pertussis,1
2017-W31,Pneumococcal Disease (invasive),2
2017-W31,Haemophilus influenzae type b,0
2017-W31,Salmonellosis(non-enteric fevers),40
2017-W31,Avian Influenza,0
2017-W31,Zika,6
2017-W31,Ebola Virus Disease,0
2017-W31,Japanese Encephalitis,0
2017-W31,Tetanus,0
2017-W31,Botulism,0
2017-W31,Murine Typhus,0
2017-W32,Cholera,0
2017-W32,Paratyphoid,0
2017-W32,Typhoid,3
2017-W32,Acute Viral Hepatitis A,2
2017-W32,Acute Viral Hepatitis E,0
2017-W32,Poliomyelitis,0
2017-W32,Plague,0
2017-W32,Yellow Fever,0
2017-W32,Dengue Fever,56
2017-W32,Dengue Haemorrhagic Fever,0
2017-W32,Malaria,1
2017-W32,Chikungunya,1
2017-W32,HFMD,695
2017-W32,Diphtheria,0
2017-W32,Measles,2
2017-W32,Mumps,15
2017-W32,Rubella,1
2017-W32,SARS,0
2017-W32,Nipah,0
2017-W32,Acute Viral hepatitis B,2
2017-W32,Encephalitis,0
2017-W32,Legionellosis,0
2017-W32,Campylobacter enteritis,9
2017-W32,Acute Viral hepatitis C,0
2017-W32,Leptospirosis,3
2017-W32,Melioidosis,1
2017-W32,Meningococcal Infection,0
2017-W32,Pertussis,2
2017-W32,Pneumococcal Disease (invasive),2
2017-W32,Haemophilus influenzae type b,0
2017-W32,Salmonellosis(non-enteric fevers),46
2017-W32,Avian Influenza,0
2017-W32,Zika,2
2017-W32,Ebola Virus Disease,0
2017-W32,Japanese Encephalitis,0
2017-W32,Tetanus,0
2017-W32,Botulism,0
2017-W32,Murine Typhus,2
2017-W33,Cholera,0
2017-W33,Paratyphoid,0
2017-W33,Typhoid,0
2017-W33,Acute Viral Hepatitis A,2
2017-W33,Acute Viral Hepatitis E,7
2017-W33,Poliomyelitis,0
2017-W33,Plague,0
2017-W33,Yellow Fever,0
2017-W33,Dengue Fever,52
2017-W33,Dengue Haemorrhagic Fever,1
2017-W33,Malaria,1
2017-W33,Chikungunya,2
2017-W33,HFMD,711
2017-W33,Diphtheria,0
2017-W33,Measles,0
2017-W33,Mumps,5
2017-W33,Rubella,2
2017-W33,SARS,0
2017-W33,Nipah,0
2017-W33,Acute Viral hepatitis B,1
2017-W33,Encephalitis,0
2017-W33,Legionellosis,0
2017-W33,Campylobacter enteritis,15
2017-W33,Acute Viral hepatitis C,0
2017-W33,Leptospirosis,2
2017-W33,Melioidosis,0
2017-W33,Meningococcal Infection,0
2017-W33,Pertussis,0
2017-W33,Pneumococcal Disease (invasive),6
2017-W33,Haemophilus influenzae type b,0
2017-W33,Salmonellosis(non-enteric fevers),27
2017-W33,Avian Influenza,0
2017-W33,Zika,2
2017-W33,Ebola Virus Disease,0
2017-W33,Japanese Encephalitis,0
2017-W33,Tetanus,0
2017-W33,Botulism,0
2017-W33,Murine Typhus,0
2017-W34,Cholera,0
2017-W34,Paratyphoid,0
2017-W34,Typhoid,2
2017-W34,Acute Viral Hepatitis A,1
2017-W34,Acute Viral Hepatitis E,1
2017-W34,Poliomyelitis,0
2017-W34,Plague,0
2017-W34,Yellow Fever,0
2017-W34,Dengue Fever,51
2017-W34,Dengue Haemorrhagic Fever,1
2017-W34,Malaria,1
2017-W34,Chikungunya,1
2017-W34,HFMD,840
2017-W34,Diphtheria,0
2017-W34,Measles,0
2017-W34,Mumps,13
2017-W34,Rubella,3
2017-W34,SARS,0
2017-W34,Nipah,0
2017-W34,Acute Viral hepatitis B,1
2017-W34,Encephalitis,0
2017-W34,Legionellosis,0
2017-W34,Campylobacter enteritis,7
2017-W34,Acute Viral hepatitis C,1
2017-W34,Leptospirosis,1
2017-W34,Melioidosis,2
2017-W34,Meningococcal Infection,0
2017-W34,Pertussis,3
2017-W34,Pneumococcal Disease (invasive),4
2017-W34,Haemophilus influenzae type b,0
2017-W34,Salmonellosis(non-enteric fevers),37
2017-W34,Avian Influenza,0
2017-W34,Zika,0
2017-W34,Ebola Virus Disease,0
2017-W34,Japanese Encephalitis,0
2017-W34,Tetanus,0
2017-W34,Botulism,0
2017-W34,Murine Typhus,0
2017-W35,Cholera,0
2017-W35,Paratyphoid,0
2017-W35,Typhoid,1
2017-W35,Acute Viral Hepatitis A,0
2017-W35,Acute Viral Hepatitis E,3
2017-W35,Poliomyelitis,0
2017-W35,Plague,0
2017-W35,Yellow Fever,0
2017-W35,Dengue Fever,33
2017-W35,Dengue Haemorrhagic Fever,0
2017-W35,Malaria,3
2017-W35,Chikungunya,0
2017-W35,HFMD,761
2017-W35,Diphtheria,0
2017-W35,Measles,1
2017-W35,Mumps,12
2017-W35,Rubella,0
2017-W35,SARS,0
2017-W35,Nipah,0
2017-W35,Acute Viral hepatitis B,1
2017-W35,Encephalitis,0
2017-W35,Legionellosis,0
2017-W35,Campylobacter enteritis,13
2017-W35,Acute Viral hepatitis C,0
2017-W35,Leptospirosis,0
2017-W35,Melioidosis,2
2017-W35,Meningococcal Infection,0
2017-W35,Pertussis,5
2017-W35,Pneumococcal Disease (invasive),4
2017-W35,Haemophilus influenzae type b,0
2017-W35,Salmonellosis(non-enteric fevers),39
2017-W35,Avian Influenza,0
2017-W35,Zika,1
2017-W35,Ebola Virus Disease,0
2017-W35,Japanese Encephalitis,0
2017-W35,Tetanus,0
2017-W35,Botulism,0
2017-W35,Murine Typhus,0
2017-W36,Cholera,0
2017-W36,Paratyphoid,0
2017-W36,Typhoid,1
2017-W36,Acute Viral Hepatitis A,2
2017-W36,Acute Viral Hepatitis E,3
2017-W36,Poliomyelitis,0
2017-W36,Plague,0
2017-W36,Yellow Fever,0
2017-W36,Dengue Fever,40
2017-W36,Dengue Haemorrhagic Fever,0
2017-W36,Malaria,1
2017-W36,Chikungunya,1
2017-W36,HFMD,659
2017-W36,Diphtheria,1
2017-W36,Measles,1
2017-W36,Mumps,14
2017-W36,Rubella,1
2017-W36,SARS,0
2017-W36,Nipah,0
2017-W36,Acute Viral hepatitis B,0
2017-W36,Encephalitis,0
2017-W36,Legionellosis,1
2017-W36,Campylobacter enteritis,13
2017-W36,Acute Viral hepatitis C,2
2017-W36,Leptospirosis,2
2017-W36,Melioidosis,1
2017-W36,Meningococcal Infection,1
2017-W36,Pertussis,0
2017-W36,Pneumococcal Disease (invasive),4
2017-W36,Haemophilus influenzae type b,0
2017-W36,Salmonellosis(non-enteric fevers),46
2017-W36,Avian Influenza,0
2017-W36,Zika,0
2017-W36,Ebola Virus Disease,0
2017-W36,Japanese Encephalitis,0
2017-W36,Tetanus,0
2017-W36,Botulism,0
2017-W36,Murine Typhus,0
2017-W37,Cholera,0
2017-W37,Paratyphoid,1
2017-W37,Typhoid,0
2017-W37,Acute Viral Hepatitis A,1
2017-W37,Acute Viral Hepatitis E,2
2017-W37,Poliomyelitis,0
2017-W37,Plague,0
2017-W37,Yellow Fever,0
2017-W37,Dengue Fever,53
2017-W37,Dengue Haemorrhagic Fever,0
2017-W37,Malaria,1
2017-W37,Chikungunya,0
2017-W37,HFMD,717
2017-W37,Diphtheria,0
2017-W37,Measles,1
2017-W37,Mumps,5
2017-W37,Rubella,0
2017-W37,SARS,0
2017-W37,Nipah,0
2017-W37,Acute Viral hepatitis B,1
2017-W37,Encephalitis,0
2017-W37,Legionellosis,1
2017-W37,Campylobacter enteritis,11
2017-W37,Acute Viral hepatitis C,0
2017-W37,Leptospirosis,0
2017-W37,Melioidosis,1
2017-W37,Meningococcal Infection,0
2017-W37,Pertussis,5
2017-W37,Pneumococcal Disease (invasive),2
2017-W37,Haemophilus influenzae type b,0
2017-W37,Salmonellosis(non-enteric fevers),41
2017-W37,Avian Influenza,0
2017-W37,Zika,0
2017-W37,Ebola Virus Disease,0
2017-W37,Japanese Encephalitis,0
2017-W37,Tetanus,0
2017-W37,Botulism,0
2017-W37,Murine Typhus,0
2017-W38,Cholera,0
2017-W38,Paratyphoid,1
2017-W38,Typhoid,1
2017-W38,Acute Viral Hepatitis A,3
2017-W38,Acute Viral Hepatitis E,4
2017-W38,Poliomyelitis,0
2017-W38,Plague,0
2017-W38,Yellow Fever,0
2017-W38,Dengue Fever,58
2017-W38,Dengue Haemorrhagic Fever,1
2017-W38,Malaria,1
2017-W38,Chikungunya,0
2017-W38,HFMD,708
2017-W38,Diphtheria,0
2017-W38,Measles,2
2017-W38,Mumps,12
2017-W38,Rubella,0
2017-W38,SARS,0
2017-W38,Nipah,0
2017-W38,Acute Viral hepatitis B,1
2017-W38,Encephalitis,0
2017-W38,Legionellosis,0
2017-W38,Campylobacter enteritis,12
2017-W38,Acute Viral hepatitis C,0
2017-W38,Leptospirosis,1
2017-W38,Melioidosis,0
2017-W38,Meningococcal Infection,0
2017-W38,Pertussis,2
2017-W38,Pneumococcal Disease (invasive),1
2017-W38,Haemophilus influenzae type b,0
2017-W38,Salmonellosis(non-enteric fevers),39
2017-W38,Avian Influenza,0
2017-W38,Zika,0
2017-W38,Ebola Virus Disease,0
2017-W38,Japanese Encephalitis,0
2017-W38,Tetanus,0
2017-W38,Botulism,0
2017-W38,Murine Typhus,0
2017-W39,Cholera,0
2017-W39,Paratyphoid,0
2017-W39,Typhoid,0
2017-W39,Acute Viral Hepatitis A,0
2017-W39,Acute Viral Hepatitis E,0
2017-W39,Poliomyelitis,0
2017-W39,Plague,0
2017-W39,Yellow Fever,0
2017-W39,Dengue Fever,39
2017-W39,Dengue Haemorrhagic Fever,0
2017-W39,Malaria,0
2017-W39,Chikungunya,0
2017-W39,HFMD,672
2017-W39,Diphtheria,0
2017-W39,Measles,1
2017-W39,Mumps,14
2017-W39,Rubella,0
2017-W39,SARS,0
2017-W39,Nipah,0
2017-W39,Acute Viral hepatitis B,2
2017-W39,Encephalitis,0
2017-W39,Legionellosis,1
2017-W39,Campylobacter enteritis,17
2017-W39,Acute Viral hepatitis C,0
2017-W39,Leptospirosis,1
2017-W39,Melioidosis,1
2017-W39,Meningococcal Infection,0
2017-W39,Pertussis,1
2017-W39,Pneumococcal Disease (invasive),4
2017-W39,Haemophilus influenzae type b,0
2017-W39,Salmonellosis(non-enteric fevers),27
2017-W39,Avian Influenza,0
2017-W39,Zika,1
2017-W39,Ebola Virus Disease,0
2017-W39,Japanese Encephalitis,0
2017-W39,Tetanus,0
2017-W39,Botulism,0
2017-W39,Murine Typhus,0
2017-W40,Cholera,0
2017-W40,Paratyphoid,0
2017-W40,Typhoid,1
2017-W40,Acute Viral Hepatitis A,0
2017-W40,Acute Viral Hepatitis E,1
2017-W40,Poliomyelitis,0
2017-W40,Plague,0
2017-W40,Yellow Fever,0
2017-W40,Dengue Fever,51
2017-W40,Dengue Haemorrhagic Fever,1
2017-W40,Malaria,1
2017-W40,Chikungunya,1
2017-W40,HFMD,622
2017-W40,Diphtheria,0
2017-W40,Measles,0
2017-W40,Mumps,12
2017-W40,Rubella,0
2017-W40,SARS,0
2017-W40,Nipah,0
2017-W40,Acute Viral hepatitis B,0
2017-W40,Encephalitis,0
2017-W40,Legionellosis,0
2017-W40,Campylobacter enteritis,10
2017-W40,Acute Viral hepatitis C,1
2017-W40,Leptospirosis,1
2017-W40,Melioidosis,2
2017-W40,Meningococcal Infection,0
2017-W40,Pertussis,1
2017-W40,Pneumococcal Disease (invasive),1
2017-W40,Haemophilus influenzae type b,0
2017-W40,Salmonellosis(non-enteric fevers),33
2017-W40,Avian Influenza,0
2017-W40,Zika,0
2017-W40,Ebola Virus Disease,0
2017-W40,Japanese Encephalitis,0
2017-W40,Tetanus,0
2017-W40,Botulism,0
2017-W40,Murine Typhus,0
2017-W41,Cholera,0
2017-W41,Paratyphoid,0
2017-W41,Typhoid,3
2017-W41,Acute Viral Hepatitis A,2
2017-W41,Acute Viral Hepatitis E,0
2017-W41,Poliomyelitis,0
2017-W41,Plague,0
2017-W41,Yellow Fever,0
2017-W41,Dengue Fever,55
2017-W41,Dengue Haemorrhagic Fever,0
2017-W41,Malaria,0
2017-W41,Chikungunya,1
2017-W41,HFMD,721
2017-W41,Diphtheria,0
2017-W41,Measles,0
2017-W41,Mumps,13
2017-W41,Rubella,0
2017-W41,SARS,0
2017-W41,Nipah,0
2017-W41,Acute Viral hepatitis B,2
2017-W41,Encephalitis,0
2017-W41,Legionellosis,1
2017-W41,Campylobacter enteritis,4
2017-W41,Acute Viral hepatitis C,1
2017-W41,Leptospirosis,0
2017-W41,Melioidosis,3
2017-W41,Meningococcal Infection,1
2017-W41,Pertussis,2
2017-W41,Pneumococcal Disease (invasive),1
2017-W41,Haemophilus influenzae type b,0
2017-W41,Salmonellosis(non-enteric fevers),34
2017-W41,Avian Influenza,0
2017-W41,Zika,0
2017-W41,Ebola Virus Disease,0
2017-W41,Japanese Encephalitis,0
2017-W41,Tetanus,0
2017-W41,Botulism,0
2017-W41,Murine Typhus,0
2017-W42,Cholera,1
2017-W42,Paratyphoid,0
2017-W42,Typhoid,1
2017-W42,Acute Viral Hepatitis A,5
2017-W42,Acute Viral Hepatitis E,1
2017-W42,Poliomyelitis,0
2017-W42,Plague,0
2017-W42,Yellow Fever,0
2017-W42,Dengue Fever,62
2017-W42,Dengue Haemorrhagic Fever,1
2017-W42,Malaria,1
2017-W42,Chikungunya,1
2017-W42,HFMD,635
2017-W42,Diphtheria,0
2017-W42,Measles,1
2017-W42,Mumps,9
2017-W42,Rubella,0
2017-W42,SARS,0
2017-W42,Nipah,0
2017-W42,Acute Viral hepatitis B,2
2017-W42,Encephalitis,0
2017-W42,Legionellosis,0
2017-W42,Campylobacter enteritis,5
2017-W42,Acute Viral hepatitis C,0
2017-W42,Leptospirosis,0
2017-W42,Melioidosis,0
2017-W42,Meningococcal Infection,1
2017-W42,Pertussis,2
2017-W42,Pneumococcal Disease (invasive),3
2017-W42,Haemophilus influenzae type b,0
2017-W42,Salmonellosis(non-enteric fevers),38
2017-W42,Avian Influenza,0
2017-W42,Zika,0
2017-W42,Ebola Virus Disease,0
2017-W42,Japanese Encephalitis,0
2017-W42,Tetanus,0
2017-W42,Botulism,0
2017-W42,Murine Typhus,0
2017-W43,Cholera,1
2017-W43,Paratyphoid,0
2017-W43,Typhoid,2
2017-W43,Acute Viral Hepatitis A,1
2017-W43,Acute Viral Hepatitis E,2
2017-W43,Poliomyelitis,0
2017-W43,Plague,0
2017-W43,Yellow Fever,0
2017-W43,Dengue Fever,77
2017-W43,Dengue Haemorrhagic Fever,0
2017-W43,Malaria,1
2017-W43,Chikungunya,0
2017-W43,HFMD,549
2017-W43,Diphtheria,0
2017-W43,Measles,1
2017-W43,Mumps,11
2017-W43,Rubella,0
2017-W43,SARS,0
2017-W43,Nipah,0
2017-W43,Acute Viral hepatitis B,0
2017-W43,Encephalitis,0
2017-W43,Legionellosis,0
2017-W43,Campylobacter enteritis,13
2017-W43,Acute Viral hepatitis C,1
2017-W43,Leptospirosis,2
2017-W43,Melioidosis,1
2017-W43,Meningococcal Infection,0
2017-W43,Pertussis,2
2017-W43,Pneumococcal Disease (invasive),1
2017-W43,Haemophilus influenzae type b,0
2017-W43,Salmonellosis(non-enteric fevers),37
2017-W43,Avian Influenza,0
2017-W43,Zika,0
2017-W43,Ebola Virus Disease,0
2017-W43,Japanese Encephalitis,0
2017-W43,Tetanus,0
2017-W43,Botulism,0
2017-W43,Murine Typhus,0
2017-W44,Cholera,0
2017-W44,Paratyphoid,0
2017-W44,Typhoid,2
2017-W44,Acute Viral Hepatitis A,1
2017-W44,Acute Viral Hepatitis E,3
2017-W44,Poliomyelitis,0
2017-W44,Plague,0
2017-W44,Yellow Fever,0
2017-W44,Dengue Fever,62
2017-W44,Dengue Haemorrhagic Fever,0
2017-W44,Malaria,1
2017-W44,Chikungunya,1
2017-W44,HFMD,553
2017-W44,Diphtheria,0
2017-W44,Measles,1
2017-W44,Mumps,8
2017-W44,Rubella,0
2017-W44,SARS,0
2017-W44,Nipah,0
2017-W44,Acute Viral hepatitis B,0
2017-W44,Encephalitis,0
2017-W44,Legionellosis,0
2017-W44,Campylobacter enteritis,21
2017-W44,Acute Viral hepatitis C,0
2017-W44,Leptospirosis,1
2017-W44,Melioidosis,0
2017-W44,Meningococcal Infection,1
2017-W44,Pertussis,2
2017-W44,Pneumococcal Disease (invasive),4
2017-W44,Haemophilus influenzae type b,0
2017-W44,Salmonellosis(non-enteric fevers),50
2017-W44,Avian Influenza,0
2017-W44,Zika,0
2017-W44,Ebola Virus Disease,0
2017-W44,Japanese Encephalitis,0
2017-W44,Tetanus,0
2017-W44,Botulism,0
2017-W44,Murine Typhus,0
2017-W45,Cholera,0
2017-W45,Paratyphoid,0
2017-W45,Typhoid,1
2017-W45,Acute Viral Hepatitis A,1
2017-W45,Acute Viral Hepatitis E,0
2017-W45,Poliomyelitis,0
2017-W45,Plague,0
2017-W45,Yellow Fever,0
2017-W45,Dengue Fever,44
2017-W45,Dengue Haemorrhagic Fever,0
2017-W45,Malaria,1
2017-W45,Chikungunya,0
2017-W45,HFMD,474
2017-W45,Diphtheria,0
2017-W45,Measles,0
2017-W45,Mumps,11
2017-W45,Rubella,1
2017-W45,SARS,0
2017-W45,Nipah,0
2017-W45,Acute Viral hepatitis B,0
2017-W45,Encephalitis,0
2017-W45,Legionellosis,0
2017-W45,Campylobacter enteritis,10
2017-W45,Acute Viral hepatitis C,0
2017-W45,Leptospirosis,1
2017-W45,Melioidosis,3
2017-W45,Meningococcal Infection,0
2017-W45,Pertussis,3
2017-W45,Pneumococcal Disease (invasive),2
2017-W45,Haemophilus influenzae type b,1
2017-W45,Salmonellosis(non-enteric fevers),35
2017-W45,Avian Influenza,0
2017-W45,Zika,0
2017-W45,Ebola Virus Disease,0
2017-W45,Japanese Encephalitis,0
2017-W45,Tetanus,0
2017-W45,Botulism,1
2017-W45,Murine Typhus,0
2017-W46,Cholera,0
2017-W46,Paratyphoid,0
2017-W46,Typhoid,0
2017-W46,Acute Viral Hepatitis A,1
2017-W46,Acute Viral Hepatitis E,1
2017-W46,Poliomyelitis,0
2017-W46,Plague,0
2017-W46,Yellow Fever,0
2017-W46,Dengue Fever,50
2017-W46,Dengue Haemorrhagic Fever,0
2017-W46,Malaria,1
2017-W46,Chikungunya,1
2017-W46,HFMD,550
2017-W46,Diphtheria,0
2017-W46,Measles,1
2017-W46,Mumps,6
2017-W46,Rubella,0
2017-W46,SARS,0
2017-W46,Nipah,0
2017-W46,Acute Viral hepatitis B,0
2017-W46,Encephalitis,0
2017-W46,Legionellosis,1
2017-W46,Campylobacter enteritis,9
2017-W46,Acute Viral hepatitis C,0
2017-W46,Leptospirosis,1
2017-W46,Melioidosis,2
2017-W46,Meningococcal Infection,0
2017-W46,Pertussis,2
2017-W46,Pneumococcal Disease (invasive),1
2017-W46,Haemophilus influenzae type b,0
2017-W46,Salmonellosis(non-enteric fevers),33
2017-W46,Avian Influenza,0
2017-W46,Zika,1
2017-W46,Ebola Virus Disease,0
2017-W46,Japanese Encephalitis,0
2017-W46,Tetanus,0
2017-W46,Botulism,0
2017-W46,Murine Typhus,0
2017-W47,Cholera,0
2017-W47,Paratyphoid,0
2017-W47,Typhoid,1
2017-W47,Acute Viral Hepatitis A,0
2017-W47,Acute Viral Hepatitis E,2
2017-W47,Poliomyelitis,0
2017-W47,Plague,0
2017-W47,Yellow Fever,0
2017-W47,Dengue Fever,24
2017-W47,Dengue Haemorrhagic Fever,0
2017-W47,Malaria,1
2017-W47,Chikungunya,0
2017-W47,HFMD,482
2017-W47,Diphtheria,0
2017-W47,Measles,0
2017-W47,Mumps,8
2017-W47,Rubella,0
2017-W47,SARS,0
2017-W47,Nipah,0
2017-W47,Acute Viral hepatitis B,0
2017-W47,Encephalitis,0
2017-W47,Legionellosis,0
2017-W47,Campylobacter enteritis,15
2017-W47,Acute Viral hepatitis C,1
2017-W47,Leptospirosis,0
2017-W47,Melioidosis,1
2017-W47,Meningococcal Infection,1
2017-W47,Pertussis,1
2017-W47,Pneumococcal Disease (invasive),5
2017-W47,Haemophilus influenzae type b,0
2017-W47,Salmonellosis(non-enteric fevers),27
2017-W47,Avian Influenza,0
2017-W47,Zika,0
2017-W47,Ebola Virus Disease,0
2017-W47,Japanese Encephalitis,0
2017-W47,Tetanus,0
2017-W47,Botulism,0
2017-W47,Murine Typhus,0
2017-W48,Cholera,0
2017-W48,Paratyphoid,0
2017-W48,Typhoid,3
2017-W48,Acute Viral Hepatitis A,3
2017-W48,Acute Viral Hepatitis E,1
2017-W48,Poliomyelitis,0
2017-W48,Plague,0
2017-W48,Yellow Fever,0
2017-W48,Dengue Fever,37
2017-W48,Dengue Haemorrhagic Fever,1
2017-W48,Malaria,2
2017-W48,Chikungunya,3
2017-W48,HFMD,463
2017-W48,Diphtheria,0
2017-W48,Measles,0
2017-W48,Mumps,9
2017-W48,Rubella,0
2017-W48,SARS,0
2017-W48,Nipah,0
2017-W48,Acute Viral hepatitis B,4
2017-W48,Encephalitis,0
2017-W48,Legionellosis,0
2017-W48,Campylobacter enteritis,11
2017-W48,Acute Viral hepatitis C,1
2017-W48,Leptospirosis,3
2017-W48,Melioidosis,0
2017-W48,Meningococcal Infection,1
2017-W48,Pertussis,4
2017-W48,Pneumococcal Disease (invasive),2
2017-W48,Haemophilus influenzae type b,0
2017-W48,Salmonellosis(non-enteric fevers),39
2017-W48,Avian Influenza,0
2017-W48,Zika,0
2017-W48,Ebola Virus Disease,0
2017-W48,Japanese Encephalitis,0
2017-W48,Tetanus,0
2017-W48,Botulism,0
2017-W48,Murine Typhus,0
